"LeagueIndex","Age","HoursPerWeek","TotalHours","APM","UniqueHotkeys","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","UniqueUnitsMade"
2,18,12,350,54.8214,2,0.0028886118,58.2981,75.6163,3.4221,12
6,20,6,500,149.6046,5,0.005623108,34.8292,41.5158,4.3955,10
5,19,28,650,124.3494,2,0.0039533293,22.2391,41.6865,5.1838,4
5,24,12,400,100.0614,6,0.0040882061,46.3652,55.4632,3.8182,6
3,24,8,225,61.974,10,0.0031139647,48.7668,69.0309,3.7113,5
6,21,12,400,130.2246,7,0.0028718105,28.6071,52.885,7.0177,5
3,29,8,1000,188.1348,5,0.0027,31.2897,66.6667,9.6944,5
6,21,140,1800,197.7774,4,0.0044445184,29.9962,42.8764,7.0019,11
5,18,36,500,154.8198,9,0.0043606526,38.4519,49.915,6.1183,10
2,26,30,150,134.1606,1,0.0032376455,70.971,72.0722,3.5632,6
4,27,30,125,75.5628,4,0.0026812001,41.6656,84.9542,5.219,5
5,18,10,600,158.205,0,0.0038852783,43.0524,54.9909,5.8682,7
5,18,6,300,184.11,5,0.0055705873,23.3031,43.8857,4.7024,7
5,22,20,500,60.1158,4,0.0020648714,52.5895,88.7083,5.4375,4
5,21,10,1000,142.1496,7,0.0047808132,31.8469,47.8073,4.8505,9
6,24,36,1000,283.2756,8,0.0065116145,21.2301,31.7439,5.2759,6
5,25,8,900,135.39,4,0.0045674107,25.1624,48.5288,4.742,9
3,19,20,500,110.001,5,0.0034719671,48.1064,67.4497,5.5979,5
4,26,2,50,99.8118,1,0.0023080747,31.4419,67.1385,7.9231,6
4,23,20,450,95.4078,0,0.0019822391,84.7347,80.4,8.12,5
3,31,8,400,85.959,1,0.0024140567,52.5412,90.5689,6.5249,8
6,25,10,600,147.3372,4,0.0055039249,40.2963,38.6885,3.8566,5
6,20,2,200,114.318,4,0.0039565973,40.1673,42.7727,4.6667,5
4,22,4,100,88.701,3,0.0032845528,30.1294,60.4158,4.6436,6
2,25,10,120,47.9364,3,0.0018174635,50.5055,75.8261,4.9674,5
4,21,6,300,122.2782,5,0.0039821169,48.0419,50.8721,4.4595,6
4,44,6,500,89.5266,8,0.0023416782,20.3125,74.2026,5.4468,7
4,24,12,500,91.8138,5,0.0038492635,31.2403,55.1872,4.0708,9
3,18,12,240,74.9742,2,0.0024447524,38.0317,109.1024,5.622,4
1,30,2,60,100.0932,6,0.0032496495,53.377,66.7582,5.2092,7
3,23,28,1000,91.0542,4,0.0032128376,37.2688,67.4652,4.4973,6
3,27,4,400,73.2168,2,0.0025208027,34.7902,69.2621,4.8058,3
3,19,28,100,127.0134,8,0.004135798,43.7908,54.713,4.9283,7
2,19,24,500,83.487,0,0.0015432099,53.1304,61.7872,9.5957,4
5,23,2,500,102.2502,2,0.0049558862,36.209,48.7821,3.1099,7
3,16,10,200,76.125,6,0.0031143723,34.1667,75.6439,3.9377,8
2,27,8,95,90.5532,2,0.0025384043,39.4805,73.569,6.3534,6
4,20,20,500,75.207,6,0.0031604308,49.7117,66.278,4.3094,7
6,21,8,250,149.5446,5,0.0023292589,30.7778,47.6697,9.1376,5
5,19,6,630,109.8264,4,0.003037052,26.2074,64.32,6.5267,10
4,18,10,500,78.0618,4,0.0036322361,34.6353,66.0625,3.875,6
5,21,10,1000,71.1462,2,0.0033563595,51.5569,64.2093,3.8983,8
6,24,24,1274,66.5388,6,0.0027120875,47.1261,78.6109,3.8577,6
6,19,24,700,137.6646,10,0.0040483806,33.1517,55.321,5.6543,5
4,19,28,1782,128.3844,4,0.004398076,38.0609,55.8785,4.7139,8
1,21,8,200,69.7926,6,0.0028114439,43.2292,63.5855,4.342,6
4,24,12,730,125.5896,0,0.0029191575,22.9423,67.3876,7.2344,6
2,29,20,800,61.0368,4,0.0025091494,62.3158,83.0497,4.5939,7
5,21,24,600,144.072,5,0.0044074945,35.9214,44.1647,5.6059,8
4,19,16,416,113.8716,4,0.0036969076,34.3297,55.635,5.3686,7
3,24,10,400,43.9338,5,0.0028233191,68.6357,93.3127,2.7375,7
6,19,30,1200,155.9346,2,0.0059772983,24.9713,38.8889,4.3603,8
2,24,16,730,60.279,2,0.0022973142,64.7306,89.0364,4.9591,6
1,22,10,600,61.92,5,0.0021971698,43.403,97.1905,5.881,9
5,27,4,500,106.5534,7,0.0035833818,31.3791,58.7005,4.8249,9
6,27,14,850,145.1778,5,0.0026505752,15.1828,47.1489,10.3936,4
3,23,12,1200,85.4886,4,0.0027268596,32.0186,79.3519,5.6019,11
3,25,16,40,47.358,4,0.0023340627,64.9134,90.25,3.1016,5
4,23,4,500,57.5244,3,0.0030334418,63.3129,74.9268,3.5122,4
4,39,8,500,86.7246,5,0.0039847842,48.5705,60.6448,3.6416,9
5,29,10,500,106.0896,10,0.0032380441,43.8694,59.9527,5.6982,9
4,29,28,800,115.4484,5,0.0031987675,20.0656,56.2449,5.9306,5
2,27,8,610,76.8552,7,0.0030193548,59.073,81.6239,4.1923,7
2,20,30,450,132.7158,2,0.0027038028,35.913,71.5699,7.129,4
6,26,6,525,130.7844,6,0.0029780274,27.8333,46.0104,7.1503,5
4,22,16,800,88.3806,7,0.0026427232,54.4172,75.1804,5.5933,6
6,20,10,2000,145.1844,5,0.0055548989,40.256,43.1383,3.7979,6
2,22,2,300,66.0912,3,0.0025533467,42.3318,86.9107,4.3884,6
3,28,30,1250,99.8388,8,0.003174539,36.23,66.6624,5.9076,7
1,24,6,150,35.04,2,0.0018509813,82.112,111.0794,3.3095,5
4,31,28,800,133.962,7,0.0030207305,31.3443,64.2614,7.0621,9
4,25,24,800,140.673,4,0.0039745269,28.1422,53.1875,6.0724,11
4,25,20,1000,104.4366,4,0.0028716739,76.4459,66.2626,5.5758,9
4,19,56,400,105.6948,1,0.0036489391,31.7619,61.4252,4.6318,9
1,24,12,400,63.8106,0,0.0050128823,48.1681,51.5084,2.1006,6
3,17,10,80,76.1652,3,0.0036215184,37.8447,55.6727,3.9045,7
5,25,8,2671,128.8782,7,0.0039934939,31.0244,53.8359,4.69,10
5,26,14,400,84.8472,7,0.0041726619,45.1488,59.9448,3.4379,7
5,28,8,1000,116.6256,5,0.0038878417,38.4199,56.7273,5.2645,9
5,30,28,730,117.054,4,0.0030158307,30.038,60.0883,6.4732,9
1,26,10,12,30.6366,4,0.0018193528,91.4311,113.2389,3.0133,8
4,20,16,800,96.3216,6,0.0034267089,43.964,56.4267,5.0103,6
2,19,28,730,73.6314,4,0.0026142036,72.5697,82.719,5.4592,6
1,20,28,100,139.6362,3,0.0022193528,58.8624,76.4364,9.2364,5
5,16,28,730,109.296,5,0.0035941191,40.875,59.6941,5.2578,8
5,17,24,900,102.7674,2,0.0027307118,37.2157,60.761,6.7902,3
2,26,4,300,80.6976,4,0.0023316874,43.7288,80.3697,6.2101,5
5,20,20,500,118.4664,7,0.0032354738,37.9053,53.4985,6.5811,4
5,24,2,500,102.7416,0,0.0030116779,20.9897,64.2449,4.8367,3
4,16,6,75,229.9122,6,0.0047626247,33.5319,37.0794,6.8201,5
5,16,10,200,272.8404,6,0.0030006077,29.4359,60.6076,7.7595,3
2,17,20,25,118.2024,3,0.0036138675,35.5897,49.7288,5.5678,3
6,19,48,2016,155.9874,6,0.0046726477,21.3983,43.1886,5.5971,7
3,30,4,500,79.4016,6,0.0029525123,41.7898,67.7725,4.6018,8
1,29,8,90,80.3448,3,0.0033165513,58.8821,82.4288,4.3586,6
5,18,56,1200,106.8528,5,0.0032405944,44.1975,60.2927,5.7317,3
2,17,28,600,108.0102,2,0.0024976995,76.793,74.2456,6.2588,9
3,20,16,780,65.1576,10,0.0032400505,47.5858,72.2478,3.7965,6
4,25,6,500,70.9686,3,0.0034882654,58.8396,69.1491,3.5768,5
4,16,16,550,80.4378,0,0.0038923322,52.7112,59.1514,3.6627,8
3,18,24,123,81.8724,3,0.0037277874,53.6,68.4511,3.5188,6
1,27,4,100,30.9174,4,0.0026359465,70.2326,102.7222,2.2037,4
4,17,28,700,122.9646,1,0.0036216973,48.7749,59.75,6.0114,9
4,18,12,900,101.6064,5,0.0034678795,40.8986,63.9126,4.8989,7
5,27,6,1100,100.587,5,0.0030652723,25.931,56.0588,5.8333,7
4,27,10,900,74.3418,2,0.0024817785,49.3298,83,5.2921,7
4,28,12,550,104.8356,6,0.0027505447,30.408,68.0198,6.802,6
4,24,16,450,73.0608,5,0.0032948142,35.0982,63.0725,4.0435,6
6,19,10,600,151.3002,5,0.0043750675,20.8173,51.9506,5.392,6
4,17,24,300,104.2818,1,0.0034269854,30.2573,61.2066,5.1653,7
4,23,8,730,124.6482,2,0.0039433792,38.8646,58.4935,5.6078,6
4,21,2,50,67.8018,5,0.0029360967,50.8639,66.1882,4.0941,5
6,25,10,900,102.8304,3,0.0016821424,50.449,78.56,9.36,6
6,19,28,450,193.5474,3,0.0044126787,27.68,48.2066,6.3991,9
5,20,4,500,143.337,5,0.005076499,35.8444,41.1856,4.1191,7
4,23,36,700,139.14,4,0.0034968605,22.0659,60.5401,6.8759,7
5,16,20,3000,146.256,7,0.0041711076,48.0887,55.8722,4.8231,9
7,23,56,2500,213.6318,7,0.0064988451,30.5893,35.2771,4.1092,11
5,21,42,200,101.547,2,0.0040302407,27.9585,56.6759,4.6034,8
5,21,8,400,102.6612,0,0.0031383433,44.8493,60.0272,5.9116,6
4,20,10,300,106.8774,4,0.0035390022,23.5848,57.3793,5.6276,6
5,18,24,1440,180.0756,4,0.0047177529,29.658,40.8092,5.8006,7
6,16,20,1095,244.9746,4,0.0053697453,21.7505,38.849,4.902,6
6,19,56,2920,152.1792,6,0.0048240385,24.8165,41.492,4.2975,7
5,23,24,500,91.9722,6,0.0026112105,43.392,75.3944,5.2311,9
4,22,84,640,149.6574,3,0.0040740741,29.0142,46.9886,5.9886,6
6,17,28,1600,236.6826,7,0.0053011475,19.27,29.0773,6.586,9
5,24,28,1344,184.281,3,0.0033038927,20.0199,47.703,6.099,6
2,21,20,600,83.4846,2,0.0025053686,29.4491,77.8797,4.5263,10
4,23,20,250,91.1574,8,0.0042031402,40.9627,56.2149,3.3099,6
6,16,28,2100,185.2836,5,0.0022141941,22.1192,50.4737,12.9079,3
5,19,16,600,92.364,8,0.0036578369,36.8918,70.7843,4.3856,9
5,18,8,500,161.3598,2,0.0040554292,31.8074,56.2066,5.5498,7
6,16,4,700,135.918,4,0.0033128254,20.3453,42.8571,5.5357,2
6,22,8,1000,190.641,5,0.0045831033,24.6545,39.8313,6.2831,5
3,21,20,900,116.1258,4,0.0035591391,38.3238,58.237,4.5213,5
3,22,4,70,65.7534,6,0.0020810364,61.5467,98.8079,5.894,5
6,29,12,1000,99.9768,5,0.0040516864,44.0505,52.4901,3.9802,8
5,18,8,350,139.0494,3,0.0035323845,44.6471,65.4015,4.708,5
6,21,14,730,323.2506,3,0.002759143,30.601,60.8039,8.0686,6
4,18,6,500,108.6774,3,0.003632472,32.4655,57.9699,5.686,5
4,16,8,300,86.0814,3,0.0033372214,32.9051,63.5534,4.1432,10
3,19,28,1000,91.713,0,0.0020855615,31.8442,96.8205,7.6923,3
3,19,8,400,101.613,4,0.00403125,33.93,65.1008,3.7558,6
2,27,8,300,53.7174,1,0.0027296742,68.1514,91.0753,3.1613,5
3,17,6,300,48.8346,0,0.0024978845,63.6209,82.9967,3.8795,6
5,22,28,1500,189.48,10,0.0023914746,36.6118,78.4094,5.1813,5
6,20,42,1500,202.0128,7,0.0048842462,17.7739,36.9827,5.659,7
5,16,28,720,151.5426,6,0.0035107169,23.0464,65.4474,4.5461,4
3,18,2,300,75.2184,5,0.0037048315,32.9072,56.7397,3.5616,7
3,19,28,130,145.332,3,0.0036344468,32.7969,50.8244,7.0496,6
4,24,14,500,61.0716,2,0.0025866399,37.7647,77.3592,3.7573,4
4,17,6,650,111.8142,3,0.0031703753,54.6866,63.9405,5.8736,7
4,20,10,400,186.8004,9,0.0053708117,21.2323,40.2958,5.0269,10
5,27,8,800,170.1816,7,0.0038828262,26.6442,40.6043,5.6906,6
4,16,10,1000,114.6312,7,0.0034389585,44.0359,63.3393,5.5848,6
4,23,24,900,65.8242,0,0.0033831452,61.0546,73.0427,3.4242,6
5,24,4,200,106.839,7,0.0038034865,32.1958,64.3889,4.7778,5
5,18,14,700,184.6602,10,0.0043734842,23.5407,44.3919,7.0055,11
6,20,20,50,138.3864,10,0.004702763,24.881,48.4985,4.5638,5
4,35,10,500,89.742,7,0.0019392549,33.5035,91.7746,8.0634,6
5,17,6,500,92.532,3,0.0026455992,47.2778,63.6966,5.2828,6
4,18,16,630,122.523,8,0.0039161972,30.8444,51.7635,5.2537,5
5,21,4,400,121.992,10,0.0033155964,38.9756,54.541,5.3191,6
4,23,10,400,121.818,3,0.0037720034,34.3497,57.2778,5.0139,6
4,25,12,150,106.1208,4,0.0035063279,34.4054,52.5791,5.3805,9
3,17,28,400,71.8272,2,0.002705905,64.5238,83.5976,4.8521,6
3,26,20,50,57.3438,5,0.0036448429,27.775,79.0559,2.8075,6
6,19,16,2200,92.5428,8,0.0032489226,32.3093,67.3111,4.8972,11
6,23,12,1000,101.2134,6,0.0039647702,36.5868,61.3214,4.0839,7
4,21,24,200,114.8046,5,0.0027695819,30.8283,84.9447,6.8593,5
5,20,28,1350,97.2672,6,0.0034845709,40.2067,57.7423,4.4588,9
5,27,6,700,196.0464,7,0.0040553962,40.6689,47.483,5.1701,6
5,23,10,500,216.3588,4,0.0030245838,13.253,46.112,8.42,6
6,21,16,1000,215.1456,9,0.0071913566,21.2077,31.815,4.2903,8
5,19,10,300,103.4796,0,0.0042835755,39.3766,56.5049,4.068,6
5,20,16,1940,166.4838,3,0.0036141163,46.2033,49.2549,6.6209,5
5,30,24,730,52.1334,0,0.0024853365,52.8081,80.28,3.87,4
3,17,12,640,116.6142,5,0.0036687631,50.0981,65.2932,5.0451,7
3,26,6,500,42.408,5,0.0026787979,65.4524,94.8639,2.8757,7
5,19,20,250,182.625,4,0.0039789101,20.4959,38.93,6.6749,7
7,16,28,2500,185.3424,5,0.0045052561,28.0093,44.2593,5.3333,6
6,22,10,600,108.5394,3,0.0040906295,27.8191,56.5213,4.8797,9
3,24,16,100,60.7014,4,0.0027575598,74.6575,87.5918,3.9048,5
5,23,4,900,155.0538,3,0.0039834356,22.4762,47.2507,6.723,9
3,20,10,850,118.551,6,0.0039985846,41.3728,58.6667,4.7994,8
6,18,42,2200,181.6236,8,0.003952099,33.4899,47.9331,5.7759,6
1,21,12,200,62.004,5,0.0028996714,58.9289,85.7667,3.5583,7
4,20,8,150,123.2898,4,0.0037347498,33.8162,54.6222,5.4139,7
2,22,8,700,81.3036,6,0.0035571543,51.7744,66.397,3.5768,6
6,21,30,2000,133.932,3,0.0048682023,29.8349,44.561,4.2835,7
1,18,28,200,49.7424,6,0.0019145822,75.9863,103.1399,4.8191,9
5,18,8,550,112.9572,2,0.0036286828,22.427,52.0149,5.2575,7
1,20,20,16,73.2594,5,0.0038663626,52.8103,69.4359,3.2981,6
5,17,20,400,108.5178,8,0.0041048237,30.2566,57.3936,4.6497,11
6,19,14,2300,134.586,6,0.003601921,29.3516,59.6335,5.4425,7
3,16,6,500,81.5658,4,0.0033771884,59.9754,63.7791,4.3298,9
4,20,10,730,62.7834,4,0.0027450808,52.5141,80.752,4.052,8
4,27,4,600,95.0778,1,0.0031066503,43.2059,64.9524,5.3956,8
5,21,30,320,174.654,8,0.0037748361,37.692,55.9122,5.8834,10
4,16,4,420,140.0142,1,0.0040415064,33.1101,54.9474,5.9908,5
6,16,4,450,196.2258,7,0.0055590293,29.5704,39.051,4.4552,8
5,26,6,200,147.4176,7,0.0047290986,28.9783,48,4.9228,7
3,21,8,410,96.6828,4,0.0034851132,39.7068,60.6475,4.6266,8
5,24,12,800,118.4856,1,0.0043254764,45.44,49.3478,4.2101,6
5,24,12,400,153.0948,7,0.0047413793,38.67,54.2801,4.0786,8
5,23,10,500,170.799,5,0.0028855104,50.0541,72.0645,5.414,6
6,21,12,600,127.584,4,0.0048731843,37.2302,50.332,3.7181,9
3,31,10,400,92.7906,2,0.0020250849,61.5935,86.7742,8.3548,5
6,20,24,960,104.139,4,0.0042100756,41.265,58.7797,4.0254,4
4,24,12,450,113.7816,0,0.0032478764,40.5697,60.7219,4.8343,9
4,22,2,80,52.6218,10,0.0025515491,50.3673,103.8782,3.6853,4
5,16,12,224,91.2678,10,0.0024495337,36.9939,73.494,5.241,6
4,20,14,500,206.838,7,0.0054189503,25.7717,35.9544,5.4533,11
5,21,4,200,190.2912,4,0.0058287951,28.1951,37.7421,4.7372,6
6,26,28,800,145.665,7,0.0035226302,30.878,46.3515,6.3212,4
4,27,4,110,59.3004,5,0.0019060052,51.2778,88.0548,5.6164,5
3,21,10,150,95.5446,6,0.0037301107,42.5481,60.8413,4.4244,7
4,18,6,600,114.0096,5,0.0036071364,49.05,52.249,5.2407,6
6,18,24,500,168.201,5,0.0044572545,34.3688,48.6784,4.947,5
4,18,20,900,78.2226,6,0.0034489416,41.8265,67.715,3.9389,6
5,17,10,650,138.5094,4,0.0037881184,34.5272,52.977,5.2359,6
6,18,28,1800,203.1504,7,0.0069022115,24.1203,29.8423,4.2616,8
6,21,8,700,156.4614,7,0.0049643585,24.2674,43.5795,5.1615,7
5,17,24,800,170.9808,4,0.0030314841,31.1685,64.4143,6.6893,10
6,24,8,500,117.615,7,0.0036629012,30.1149,50.4122,5.1031,5
6,21,56,1400,142.4454,7,0.0062198369,23.9062,35.4515,3.597,7
3,18,12,730,85.1244,4,0.0035299655,64.0255,61.5746,4.3302,6
4,18,20,800,135.6042,4,0.0040747754,30.8676,41.9863,5.5991,8
5,19,10,500,113.9034,3,0.0035267912,31.7876,54.8421,5.2982,5
4,26,2,150,57.4362,4,0.0028531575,46.9721,86.8444,3.65,6
2,23,8,300,61.4772,1,0.0023103543,71.641,105.9574,4.1277,5
4,17,12,900,158.1228,4,0.004015924,26.4978,62.5043,5.4,6
3,30,2,400,66.7578,4,0.0034922298,52,76.5875,3.4344,5
2,22,6,740,49.7832,6,0.002914492,55.1092,86.9289,2.9791,6
2,19,6,150,56.1102,3,0.0020767849,30.1918,74.2162,5.2838,3
5,25,12,730,109.7556,8,0.0040196379,26.2835,51.771,4.2443,5
5,21,28,960,215.6448,5,0.0059982629,22.6274,33.0226,4.0939,7
2,19,4,250,80.5524,5,0.0028730236,45.2852,70.8889,5.1634,6
6,22,6,400,150.9456,5,0.0035535741,23.7158,55.5486,7.0052,5
3,19,12,600,127.1154,7,0.0047146524,23.3596,47.8953,4.1099,5
6,18,36,1100,160.32,9,0.0043473054,33.4033,52.4077,5.4683,9
6,16,28,950,109.9092,4,0.0050214942,35.1128,46.3616,3.3653,7
4,17,10,450,59.0778,4,0.0025630116,59.3968,82.1976,4.2292,7
3,20,12,551,69.6228,2,0.0033313504,52.2774,70.8571,3.4219,9
5,24,6,450,102.8244,4,0.0036758666,18.7416,58.4358,4.8771,5
4,20,8,150,156.8004,5,0.0031616081,35.619,71.5368,5.3,6
5,17,6,400,127.854,5,0.0037397158,33.8069,61.8462,3.6654,7
6,17,14,450,85.1622,6,0.0036512849,38.9021,63.2667,3.8238,8
4,19,10,450,104.0328,6,0.0035601029,35.7979,71.1429,4.7416,6
6,17,6,1000,165.6588,5,0.0042593654,25.816,37.6391,5.5291,7
6,23,10,400,75.6648,5,0.0029016747,39.7703,76.2857,4.4095,7
1,23,20,216,54.405,1,0.0022557953,37.6634,96.2237,3.8487,8
6,22,16,1000,179.5776,9,0.0054872017,22.1695,36.2141,4.9831,8
5,27,8,700,114.906,10,0.0043380371,32.9073,51.8678,4.757,10
6,19,10,600,141.8994,4,0.0035750985,32.8288,55.7605,7.1467,6
1,35,8,250,49.4076,4,0.0022420236,54.3226,85.4103,4.0577,3
5,20,4,200,108.8298,5,0.0035143256,48.5057,64.3511,4.6832,6
3,22,6,800,110.7324,1,0.0032447779,41.8353,70.6719,6.2891,7
6,19,10,150,107.481,2,0.0045780707,56.0142,47.9645,3.2128,7
5,20,10,300,129.2286,5,0.0036610494,28.9697,56,5.598,6
6,22,14,800,194.523,6,0.004590102,23.5868,53.0535,5.3827,5
4,23,8,600,102.0012,5,0.0040059624,43.4086,55.4574,3.9922,7
5,21,20,600,113.85,5,0.004747191,25.8571,46.3905,4.3077,5
3,19,12,225,67.6524,8,0.003011435,34.7232,79.4254,4.0169,6
5,22,16,600,96.9738,5,0.0039556709,33.8012,50.7692,4.1073,8
6,17,28,1344,183.2838,0,0.0047617323,26.7634,38.6008,5.2205,7
5,20,6,100,157.8264,6,0.0050371674,23.013,37.3592,4.6472,8
6,19,24,300,184.35,2,0.0035706914,21.7159,45.1908,7.7457,10
6,22,24,2000,179.8236,6,0.0036718072,38.5388,49.4909,5.2318,7
4,16,10,500,99.4266,3,0.0030069694,35.3427,54.6168,5.7009,7
5,20,6,400,94.986,5,0.0037902012,26.214,60.7059,4.0956,6
4,23,42,130,84.0648,6,0.0046300944,36.3478,57.3225,2.9295,6
2,22,12,250,99.5784,3,0.0036551934,31.3003,58.5833,4.763,5
6,16,48,1500,246.2046,7,0.0059699178,24.1562,29.0476,6.2489,7
4,22,20,800,85.3884,3,0.0029804589,26.9697,58.0752,5.0827,4
3,21,36,700,118.1028,4,0.0030617824,40.1256,68.7679,6.558,7
4,28,4,500,110.0514,7,0.0036049593,20.9125,59.7259,5.3832,8
5,25,2,120,160.9968,5,0.0035117057,28.256,45.4921,5.9524,4
3,21,12,900,67.4568,10,0.0029526723,38.087,65.6403,3.2734,5
6,16,8,1200,207.492,3,0.0054742161,29.5476,32.3314,5.0296,4
4,19,16,500,176.0322,7,0.0031815574,30.1893,62.1803,7.668,6
5,17,10,350,146.7372,4,0.0035675859,27.4263,55.0952,5.9048,5
4,27,12,450,120.432,6,0.0035542886,24.8753,59.7259,5.0279,9
5,21,10,500,113.7714,7,0.0039314836,31.2703,56.9024,4.6633,7
4,20,12,750,82.7184,6,0.0029187484,44,84.2703,4.9865,6
1,23,2,300,77.241,2,0.0034500754,32.5401,63.2941,4.1176,4
6,18,10,600,146.2686,1,0.004614906,23.6992,50.382,4.7865,7
6,25,10,400,119.6682,7,0.0046120287,22.3864,48.5541,4.2838,6
4,16,8,1000,149.6658,6,0.00240604,23.8261,58.8966,8.181,7
4,21,24,450,171.9984,3,0.0037284525,39.1111,51.4545,4.5779,6
4,22,4,500,102.8136,2,0.0031547218,31.0952,61.3294,5.8249,7
6,24,8,400,125.5464,4,0.0044018749,23.7309,41.3426,4.8588,11
4,17,6,500,108.8802,5,0.003824389,33.4041,51.6098,4.5122,8
5,21,6,250,112.1898,4,0.0039870737,38.0609,62.0526,4.8797,10
3,27,28,90,95.4924,4,0.0034385661,44.3004,77.0709,4.5827,8
4,21,12,650,101.5134,5,0.0023767606,26.4,69.1852,7.0741,4
6,22,20,840,121.7388,4,0.0040610007,45.7288,48.4051,4.6414,7
5,22,4,200,146.9604,5,0.0045792591,29.0754,44.7018,5.1404,6
4,27,8,850,112.0422,8,0.003199216,40.7229,63.8438,6.3063,10
3,17,20,650,105.8082,6,0.0033355278,46.2706,67.9737,5.4079,8
3,16,12,300,75.3048,3,0.002737413,65.1643,89.7196,4.3879,7
5,23,8,750,92.0592,2,0.0034240404,45.9736,68.0877,4.6535,8
5,17,10,130,84.5232,2,0.0020694162,30.0885,75.7544,7.5263,4
7,16,28,500,201.435,7,0.0042343628,32.7302,46.9022,6.8641,8
6,19,12,700,216.0318,5,0.0055766228,23.7093,34.03,4.8275,7
3,16,10,400,118.8012,7,0.0037985639,32.9322,60.6414,5.2194,7
2,16,12,240,113.6718,1,0.0030781258,38.7888,56.8571,5.746,6
4,26,6,235,80.8398,7,0.0030671128,28.9365,64.5534,4.4862,8
6,22,10,730,77.316,10,0.0037001819,39.0252,63.3855,3.4246,9
3,22,42,900,126.7926,3,0.0036330432,46.6702,65.6578,5.5455,9
5,29,10,1200,58.5948,4,0.0020331269,36.3704,90.3119,5.0917,6
2,18,8,30,85.9248,0,0.0020575086,51.8,65.2346,7.4321,5
4,20,10,750,137.1996,1,0.005116101,39.37,47.7706,3.7656,5
2,29,2,150,85.6284,5,0.0027487295,48.6682,84.1333,5.3689,10
4,34,8,500,63.9402,3,0.0028872196,43.1467,73.6106,4.0752,3
5,18,28,1000,86.0208,2,0.0023229977,19.5165,62.3043,7.0217,6
5,20,16,1100,131.0622,3,0.0037158215,31.2555,56.956,5.7233,6
3,16,14,300,142.7892,10,0.0029529457,46.1311,63.4449,5.8204,6
7,26,24,1000,219.669,5,0.0044120774,14.3273,43.9036,6.6988,5
4,22,10,250,109.5276,4,0.0036989277,35.9018,50.1529,4.7645,9
6,21,16,600,192.6942,4,0.0036570109,26.6225,45.2895,6.4013,3
5,21,6,110,126.0846,3,0.0043403277,39.0033,47.351,4.6887,6
6,27,6,750,165.1536,7,0.0036206036,29.0765,52.0887,6.9015,9
2,21,20,700,86.6694,4,0.0029360114,31.8375,61.3209,5.4517,7
3,32,8,400,75.0612,1,0.0034519686,50.9934,66.2838,3.8119,6
4,26,10,600,60.1284,3,0.0028311889,61.4359,76.3234,3.7191,8
6,21,12,400,134.421,4,0.0025798308,30.1034,68.721,8.0644,5
1,19,20,350,34.278,4,0.0021979525,118.1607,93.2089,2.7156,6
3,18,10,250,43.1106,0,0.0017206388,66.8571,109.8462,4,3
2,23,6,100,54.915,5,0.0025908373,36.0245,83.6829,4.0183,4
3,23,4,500,56.6634,3,0.003611273,53.7803,70.4899,2.83,9
4,26,12,400,38.943,5,0.0025458248,64.8939,85.1556,2.6722,7
4,16,8,745,137.0124,5,0.0037354281,29.4921,51.802,6.1584,9
4,21,12,600,216.4152,5,0.0051677852,37.9935,43.7532,4.013,6
2,20,12,200,132.3936,9,0.0038345809,42.5036,59.0909,5.1699,8
5,22,6,600,129.4044,7,0.0042503741,27.4972,52.7566,5.2566,6
5,26,4,750,108.9084,4,0.0032125647,22.3497,50.9444,5.75,3
5,17,20,900,184.5996,4,0.0033893942,20.6115,50.6835,6.9684,4
5,23,4,200,156.3168,8,0.0037371683,30.5143,57.5696,5.6076,8
4,24,20,400,96.6942,5,0.0036698551,59.4397,71.9914,5.372,8
3,29,32,500,85.2774,1,0.0030803953,53.4194,72.901,5.104,8
1,16,32,50,42.3318,5,0.0026179424,89.3057,79.1959,2.3969,6
6,21,20,300,169.6308,5,0.0028428094,28.1481,50.2353,8.4338,5
2,28,24,100,63.8712,4,0.0021802963,61.0505,99.0955,5.6432,5
5,30,14,650,193.6908,6,0.0032546467,36.6303,42.0964,9.2169,5
4,20,28,100,99.6072,3,0.0032892494,35.125,65.3886,4.5285,6
5,24,16,300,195.8406,3,0.0048377854,18.7763,35.5444,5.6469,7
5,18,6,200,144.675,9,0.005811272,28.196,42.4286,3.9802,4
2,28,4,160,73.9896,5,0.0031406394,46.8152,66.7425,4.2276,6
5,23,10,600,143.4306,5,0.0043893033,32.7768,44.7746,4.5491,7
2,24,16,120,78.1602,4,0.0039925398,37.5574,58.7748,3.6769,5
4,30,12,730,168.7188,0,0.0028485602,30.5205,67.1091,7.0045,5
5,21,6,840,195.7626,7,0.0053850168,27.5232,43.4537,4.5595,7
4,22,12,500,89.919,3,0.0028424637,34.2581,70.2246,5.4118,2
3,24,10,400,75.9876,6,0.0039943353,44.8929,54.8818,3.2364,7
4,28,16,160,46.7214,4,0.0025468062,61.0542,87.8821,3.0344,6
5,18,4,300,83.4336,6,0.0034667777,53.7872,63.2226,3.7067,8
5,22,2,300,112.4274,3,0.003316048,41.2893,55.786,4.786,8
5,23,30,450,183.7728,6,0.0052667106,26.197,37.699,5.2042,9
3,21,12,100,81.9276,4,0.002587896,82.5376,93.1143,5.1,7
