"","LeagueIndex","Age","HoursPerWeek","TotalHours","APM","UniqueHotkeys","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","UniqueUnitsMade"
"669",4,20,10,800,69.5274,1,0.0031480344,56.5872,83.1829,4.0305,9
"670",3,19,8,500,94.1136,4,0.0027565832,51.0847,67.1055,6.2068,6
"671",6,23,2,200,147.0018,5,0.0039900645,24.7176,45.7219,6.0298,7
"672",3,22,4,300,90.4908,3,0.0026717209,66.2414,65.641,5.9402,4
"673",4,21,10,600,76.7946,0,0.0021224985,73.6575,95.0769,6.6154,6
"674",3,18,28,450,137.964,1,0.0030965719,35.7,51.1701,7.3278,8
"675",6,18,28,2400,102.4656,4,0.0032998258,23.9907,61.3241,5.169,10
"676",4,24,2,750,76.1328,5,0.0025142857,44.3498,77.0455,5.2765,8
"677",5,20,10,730,169.9674,6,0.0037726287,33.9215,46.6418,6.0746,9
"678",3,25,6,250,105.7092,5,0.0029590626,42.8141,64.9524,6.1729,9
"679",4,24,28,1000,132.9432,3,0.0032640119,30.8777,61.6571,6.1357,4
"680",3,16,10,820,90.5964,8,0.0032743703,52.9734,69.3184,4.8813,9
"681",5,19,8,600,177.3408,3,0.0040211713,29.0129,45.9487,5.0641,4
"682",2,17,2,70,47.4726,2,0.0022473575,60.4889,111.0769,4.044,4
"683",5,20,16,1940,166.4838,3,0.0036141163,46.2033,49.2549,6.6209,5
"684",4,18,20,980,156.0378,9,0.0033931699,35.027,54.2796,7.2473,6
"685",5,17,10,300,156.7506,5,0.0043243838,35.1837,48.8448,4.7379,7
"686",4,20,8,200,115.488,5,0.00301149,36.6486,70.9077,6.7115,7
"687",4,19,16,300,103.629,1,0.0035368578,50.6633,62.7368,5.5313,7
"688",4,26,8,850,98.031,3,0.0025357243,41.9333,65.9227,7.6685,5
"689",2,17,4,350,92.1114,5,0.0028311249,41.7824,62.6598,5.1031,7
"690",5,21,20,800,109.8738,5,0.0039706244,32.9313,55.5398,4.3695,11
"691",2,18,8,400,87.5064,8,0.0023862998,34.4296,85.0588,6.2647,6
"692",4,25,4,200,104.9742,2,0.0036075314,56.5806,76.3422,3.9198,5
"693",2,18,28,630,93.6336,3,0.0029203639,44.8889,72.7885,5.5769,4
"694",6,20,6,650,101.0706,5,0.0040392592,25.7964,63.7731,4.2418,7
"695",6,18,10,600,134.835,6,0.002677702,34.7156,55.2364,8.4091,5
"696",6,16,42,1000,200.589,6,0.0045921615,40.5459,44.3564,4.2748,5
"697",5,17,14,600,99.5436,5,0.0034813579,38.7407,51.871,5.212,4
"698",6,16,20,1000,88.7616,4,0.0045866961,54.3342,46.3607,3.2678,6
"699",4,17,12,60,99.5382,7,0.0038464377,38.4423,58.8106,4.458,6
"700",4,23,20,900,90.8352,5,0.0031322433,41.0251,65.28,4.62,5
"701",4,35,10,400,92.736,3,0.002735939,47.4825,74.453,5.777,8
"702",2,27,8,95,90.5532,2,0.0025384043,39.4805,73.569,6.3534,6
"703",3,22,20,500,70.281,7,0.0033034258,53.7833,68.7778,4.0772,9
"704",3,19,6,150,103.0386,10,0.0037815971,47.7867,55.3488,3.8439,5
"705",6,20,28,800,230.0214,5,0.0025464104,42.1138,54.5161,10.1935,5
"706",3,24,6,400,62.2626,5,0.0032979639,86.297,75.9605,3.0771,8
"707",5,18,28,700,128.9046,5,0.0050733496,35.1493,43.3795,4.1099,9
"708",5,22,28,600,135.4074,4,0.0058897842,46.1395,41.9014,3.4116,7
"709",6,19,28,650,168.4764,8,0.0062010093,32.7457,36.7792,4.1443,7
"710",1,25,4,200,74.3232,2,0.0026044726,44.2868,77.9549,5.282,7
"711",1,20,20,16,73.2594,5,0.0038663626,52.8103,69.4359,3.2981,6
"712",4,23,6,300,112.2684,2,0.0035843541,35.961,56.0388,5.4272,5
"713",4,28,4,950,150.258,7,0.0037181578,29.0995,61.5875,5.6632,7
"714",7,19,28,500,201.2946,9,0.0050585861,19.2195,37.7324,5.1436,6
"715",4,22,12,600,141.018,4,0.003113052,22.5537,54.1296,7.8845,10
"716",1,20,28,100,139.6362,3,0.0022193528,58.8624,76.4364,9.2364,5
"717",4,18,36,600,38.028,3,0.0020252449,77.4375,85.0543,3.5039,5
"718",6,26,8,200,124.0722,8,0.0044080314,41.7008,47.1414,4.8246,7
"719",4,21,6,700,103.6908,8,0.0034854049,37.7399,65.625,4.3259,6
"720",2,18,8,400,105.9618,4,0.0037961195,42.0762,58.269,5.0819,6
"721",3,16,6,200,91.3188,5,0.0026644138,34.549,74.6732,6.3512,7
"722",4,31,24,1800,70.5852,5,0.0028290374,43.082,78.732,4.6307,10
"723",5,23,8,900,90.7164,6,0.0031842021,41.1814,65.7815,4.4664,6
"724",2,16,10,10,32.673,0,0.0012442431,95.8788,119.1642,4.1493,3
"725",1,17,12,300,89.031,1,0.0031049847,53.5856,63.426,5.1435,5
"726",6,23,16,200,167.2536,5,0.003752904,25.8008,60.8095,5.3889,6
"727",3,24,4,150,60.7368,5,0.0028083422,72.6914,95.0328,3.2582,5
"728",4,21,24,550,124.6182,4,0.0034126628,24.3696,55.5395,5.9704,6
"729",3,28,28,56,100.5414,3,0.0025917268,39.9604,57.3725,7.2353,3
"730",3,17,16,400,131.4708,4,0.0033205222,33.9658,54.6894,7.2809,7
"731",2,34,24,2000,69.3036,4,0.0033990483,49.697,79.56,3.63,4
"732",3,21,6,300,79.6548,3,0.0035405288,55.411,61.7747,4.1126,6
"733",6,16,40,500,127.0854,4,0.0042051565,31.4403,47.7705,5.4221,5
"734",3,16,6,600,101.0802,3,0.0028897938,37.44,57.6818,6.4034,6
"735",6,25,4,800,87.2346,1,0.0030877342,53.7391,79.5862,3.6983,4
"736",6,20,10,700,187.1844,2,0.0043229777,29.881,45.2542,7.0621,6
"737",6,23,28,1000,113.601,4,0.0036371416,22.7456,60.0471,5.2588,4
"738",4,21,4,30,68.682,2,0.0028778779,40.1752,67.2174,4.7391,3
"739",5,21,4,700,96.6684,8,0.0035099949,27.4342,60.179,4.5888,11
"740",5,20,24,1250,116.7822,6,0.003420947,50,61.0792,5.8563,7
"741",3,17,10,100,82.4052,0,0.0024323557,49.6765,72.3504,5.8394,7
"742",5,18,28,1000,149.7672,3,0.0034297459,36.5507,53.6318,6.0505,6
"743",4,28,6,150,83.802,6,0.0031055901,60.8865,77.871,4.3118,5
"744",3,21,12,100,81.9276,4,0.002587896,82.5376,93.1143,5.1,7
"745",1,24,6,150,35.04,2,0.0018509813,82.112,111.0794,3.3095,5
"746",6,24,4,300,147.3534,6,0.0048594971,26.4039,40.7005,4.6546,8
"747",6,19,28,450,193.5474,3,0.0044126787,27.68,48.2066,6.3991,9
"748",3,17,28,400,71.8272,2,0.002705905,64.5238,83.5976,4.8521,6
"749",2,22,16,450,114.942,2,0.0025776632,31.2208,61.5517,8.1379,7
"750",3,19,12,600,127.1154,7,0.0047146524,23.3596,47.8953,4.1099,5
"751",4,20,10,730,62.7834,4,0.0027450808,52.5141,80.752,4.052,8
"752",5,20,10,300,129.2286,5,0.0036610494,28.9697,56,5.598,6
"753",3,24,28,1400,193.3422,4,0.0021398296,27.0725,85.6923,8.3125,8
"754",5,27,10,1000,152.9214,6,0.002503962,33.4013,47.8228,9.4747,3
"755",4,21,24,200,79.1232,5,0.0034317877,59.0412,57.2751,4.2776,8
"756",3,38,6,1000,119.4366,2,0.0027279678,54.8718,79.2102,6.2293,5
"757",2,23,28,1250,68.0034,4,0.0033827077,59.2067,67.5655,2.9721,9
"758",4,18,12,500,86.598,0,0.0031725621,52.6,75.6811,4.9037,9
"759",3,16,28,450,109.6626,3,0.0026656512,32.5797,63.4286,6.0143,5
"760",3,16,10,200,76.125,6,0.0031143723,34.1667,75.6439,3.9377,8
"761",6,19,12,520,136.6374,4,0.0040322581,39.681,59.5102,4.4367,7
"762",1,39,10,500,29.8764,3,0.0020388305,88.7771,137.9773,2.4716,4
"763",5,22,42,800,112.2768,7,0.0038533058,39.3118,54.2842,4.6515,9
"764",1,25,24,300,43.4706,4,0.0029953244,61.2082,106.1138,2.7724,8
"765",2,25,10,150,71.1048,2,0.0021256932,32.4118,83.8261,6.2174,3
"766",5,26,12,200,111.342,2,0.0023613298,18.8515,65.098,7.1765,4
"767",6,19,42,2500,147.96,7,0.006096568,23.8127,36.6077,3.975,9
"768",4,19,24,200,85.0974,3,0.0033796426,54.375,76.1522,4.5848,7
"769",5,20,16,500,158.0088,7,0.0040011331,31.2889,52.6372,5.5929,6
"770",3,16,8,700,157.341,2,0.0047172135,23.644,39.0705,5.705,7
"771",4,23,20,450,107.4432,3,0.0026714294,36.8046,69.3257,7.4343,5
"772",3,18,24,400,83.376,5,0.0029556873,58.8878,67.0636,5.2875,7
"773",4,19,6,50,88.1628,1,0.002702959,51.8062,81.2632,5.5132,6
"774",4,16,10,350,129.9708,4,0.0037714523,32.7975,48.5749,5.5657,7
"775",5,27,12,900,73.3974,7,0.0038416181,54.7133,59.1442,3.0953,10
"776",6,26,24,800,129.5334,2,0.0027989769,27.3083,68.5993,4.9625,8
"777",5,28,2,200,60.7074,6,0.0024526324,72.6462,84,4.1298,5
"778",5,21,6,200,111.5274,2,0.0037447045,40.8108,60.3367,5.1785,7
"779",6,21,10,450,87.5178,1,0.0035535455,47.5429,65.1818,3.8182,5
"780",5,19,4,350,168.9216,7,0.0041985471,23.9539,46.3816,6.3849,7
"781",3,23,28,1850,99.747,5,0.0030803763,28.5603,71.4574,6.1047,8
"782",5,26,8,350,113.5236,8,0.0036392221,25.369,56.3413,5.1787,6
"783",2,18,14,250,110.742,3,0.0046609827,26.2203,46.8133,4.33,9
"784",5,25,16,100,161.4504,4,0.0047242932,31.6556,41.6562,5.4668,6
"785",5,22,28,250,124.026,3,0.0035516201,31.6701,56.4932,6.3562,10
"786",3,19,12,600,107.3178,2,0.0035509284,32.0331,59.0268,5.4825,7
"787",4,21,24,600,103.5588,4,0.0033230349,29.6739,50.9622,5.8324,5
"788",5,16,8,800,118.9332,0,0.0031971872,36.7314,70.4501,6.3989,10
"789",6,16,20,450,187.2972,2,0.0042119968,25.7834,43.2161,7.6005,8
"790",3,20,20,450,89.7528,1,0.0047332665,40.1022,46.5098,3.1431,8
"791",6,20,28,1200,122.4426,6,0.0041067997,50.648,53.961,4.2201,5
"792",3,21,4,100,59.3184,0,0.0024829739,60.5747,81.0743,4.2229,4
"793",6,24,8,450,87.354,5,0.0031971494,39.0958,81.0229,4.5076,10
"794",1,24,10,300,54.045,3,0.0021965396,63.2248,96.2462,4.5538,3
"795",6,24,16,450,208.695,7,0.0028297711,20.6966,37.3408,9.7318,6
"796",5,19,16,1000,132.462,4,0.0025369004,25.2414,50.3636,8.6591,5
"797",5,22,14,350,87.9756,5,0.0031389679,32.8182,65.2816,4.4369,8
"798",2,25,16,800,51.6324,1,0.0024835702,39.2868,94.9846,3.9769,6
"799",3,19,28,100,127.0134,8,0.004135798,43.7908,54.713,4.9283,7
"800",2,18,10,150,63.1158,5,0.0025969529,51.7983,82.3,4.0917,4
"801",5,21,10,730,85.9692,2,0.0030443451,42.6489,88.354,3.3097,6
"802",2,20,6,350,90.081,3,0.0023148148,67.4667,64.2105,6.8684,5
"803",6,18,28,1000,286.5528,10,0.00644819,21.5658,28.7342,5.2358,8
"804",5,21,12,1000,123.204,5,0.0035650838,25.1216,48.1347,5.7441,8
"805",5,21,20,900,88.2372,1,0.0030290916,32.5714,66.0711,4.6954,6
"806",5,23,12,500,136.5768,2,0.0023039115,34.7416,61.2889,10.0333,4
"807",4,22,16,800,88.3806,7,0.0026427232,54.4172,75.1804,5.5933,6
"808",5,26,8,730,62.268,3,0.002206856,36.581,81.8222,4.3167,6
"809",4,21,6,700,58.4118,3,0.002337091,59.2475,89.1373,4.2059,3
"810",6,23,2,1000,173.358,4,0.0032589858,29.3953,48.1618,7.6127,5
"811",1,16,12,100,61.5984,2,0.0023571963,49.4468,104.7407,4.4392,5
"812",1,23,10,100,78.1968,4,0.0025718962,51.27,71.3485,5.5795,7
"813",4,16,16,550,80.4378,0,0.0038923322,52.7112,59.1514,3.6627,8
"814",6,18,14,500,211.2354,5,0.0056033058,14.568,37.5693,5.0944,5
"815",2,32,4,100,37.2786,5,0.001709936,78.3043,130.3226,3.3118,6
"816",2,32,10,400,53.8788,4,0.0015882724,21.325,105.3416,5.677,7
"817",6,18,24,650,188.862,7,0.0050540608,23.7805,44.4577,5.5199,7
"818",6,16,20,800,260.5266,7,0.0069713727,19.9031,29.0302,5.5985,9
"819",3,18,10,160,54.1056,0,0.0021595243,67.0526,88.6234,4.7532,4
"820",4,18,42,730,67.0164,0,0.0037892512,55.632,70.2311,2.8247,6
"821",6,20,14,730,162.0876,7,0.0039864011,23.5303,51.034,5.7698,6
"822",2,29,8,300,92.841,3,0.003065067,37.9498,65.2571,5.7214,6
"823",4,18,14,400,186.3234,6,0.0026188893,63.2,74.4127,6.6905,4
"824",6,16,4,700,135.918,4,0.0033128254,20.3453,42.8571,5.5357,2
"825",4,21,16,800,101.9682,2,0.0033401084,51.3415,58.9128,5.4037,9
"826",6,16,16,1000,203.2608,4,0.0042591565,21.0196,43.3616,7.1238,8
"827",6,26,14,1400,126.1584,4,0.0038761905,35.9704,53.0516,5.5332,9
"828",5,19,4,2000,181.3902,5,0.0037508073,33.8339,49.7616,5.4205,8
"829",5,27,4,400,96.4746,2,0.0030082098,48.3347,65.9552,5.6802,11
"830",6,20,28,400,173.8164,4,0.0035903668,20.2268,54.1128,6.6667,6
"831",6,23,16,600,120.0936,5,0.0041012712,37.9652,53.9913,5.3074,6
"832",5,27,8,700,111.8574,5,0.0031145772,66.9841,65.3228,5.5118,4
"833",3,23,6,300,99.9426,9,0.0033804238,48.2991,73.0896,5.2631,10
"834",4,24,12,450,113.7816,0,0.0032478764,40.5697,60.7219,4.8343,9
"835",3,22,8,450,107.9598,4,0.0033915928,36.6007,50.6569,5.8358,8
"836",6,23,28,450,105.6042,4,0.0041956887,28.8674,45.9678,4.3703,10
"837",5,20,6,100,157.8264,6,0.0050371674,23.013,37.3592,4.6472,8
"838",6,19,28,550,162.6486,7,0.0038399817,25.9476,49.8955,6.9142,9
"839",5,16,28,720,151.5426,6,0.0035107169,23.0464,65.4474,4.5461,4
"840",4,21,6,560,88.4742,3,0.0034333714,34.0286,63.772,4.342,9
"841",6,20,10,350,118.7484,8,0.0036445882,27.3806,60.9389,5.0354,8
"842",6,22,8,800,151.0074,5,0.0038329368,26.9741,52.9195,6.8793,6
"843",4,18,10,1000,133.4052,2,0.0040353636,38.1594,51.9284,5.5189,9
"844",5,25,20,200,78.3246,6,0.0034621642,49.1954,63.9542,3.9971,11
"845",6,26,20,840,139.4826,7,0.0037597114,24.563,54.1993,5.9594,7
"846",4,17,8,200,172.4166,5,0.0043398043,21.1111,45.3826,5.7098,6
"847",5,21,10,500,113.7714,7,0.0039314836,31.2703,56.9024,4.6633,7
"848",6,21,28,500,168.9336,6,0.0040430873,21.5942,43.1913,6.5451,6
"849",6,20,12,850,159.3618,8,0.0051022495,17.7912,39.7836,4.9539,7
"850",5,23,20,700,133.4292,1,0.0043719556,41.945,59.7808,4.6119,5
"851",2,27,16,400,61.3848,4,0.0022801958,40.3259,76.5294,4.7941,3
"852",2,24,16,100,79.9734,7,0.0022961168,67.5686,88.3518,6.4267,8
"853",2,19,28,200,46.8024,3,0.0026651007,75.1111,89.2542,2.9492,5
"854",4,20,8,400,109.968,1,0.0034660148,59.5989,64.1895,5.3737,8
"855",5,21,20,600,113.85,5,0.004747191,25.8571,46.3905,4.3077,5
"856",6,20,6,800,116.1894,5,0.0045060174,42.4798,56.2857,3.8789,7
"857",5,21,24,1460,121.8,2,0.0026455026,32.2151,81.1915,7.0319,5
"858",3,20,10,700,77.694,1,0.0030743316,69.4973,72.1026,4.3063,9
"859",4,20,6,150,71.274,2,0.0031326189,33.1636,69.1041,4.2715,4
"860",4,21,30,400,161.3964,6,0.0025853964,66.2769,68.2424,9.5455,3
"861",3,24,30,1400,155.997,8,0.0040765269,31.4647,36.5848,7.6895,10
"862",6,25,10,400,262.611,7,0.0045014881,25.9917,33.8017,7.4215,6
"863",5,23,10,5000,129.2322,4,0.0043070643,32.9194,42.3454,4.8434,5
"864",5,16,28,730,109.296,5,0.0035941191,40.875,59.6941,5.2578,8
"865",4,28,12,750,71.3442,1,0.0017146074,75.4545,114.6269,7.1194,5
"866",2,19,10,200,69.4998,6,0.0013584454,26.3448,85.2203,9.1186,5
"867",3,26,6,300,56.1744,4,0.0029427805,56.5271,80.1853,3.3591,7
"868",3,17,14,360,112.1214,8,0.0031726892,43.1125,69.8193,6.7445,8
"869",6,23,30,730,200.2284,6,0.0038738342,16.6476,43.5071,6.8246,5
"870",2,23,12,500,76.212,10,0.0030896991,51.7818,84.3801,4.0995,6
"871",6,21,10,350,178.368,4,0.00372947,17.1594,42.5962,7.4519,5
"872",3,24,10,200,87.162,1,0.0026348419,38.8354,60.0168,6.1975,7
"873",4,25,4,180,107.4084,8,0.0039650098,30.5633,51.4124,4.8144,8
"874",6,21,10,700,138.2934,3,0.0037338997,41.4009,53.7248,5.9128,6
"875",6,24,56,2300,165.303,7,0.0046124142,29.9067,42.9044,4.8088,7
"876",3,19,12,480,52.8438,4,0.0025677896,65.0345,82.24,3.44,6
"877",5,16,20,1000,130.4004,4,0.0043019874,42.9153,49.138,4.6113,6
"878",6,16,20,1095,244.9746,4,0.0053697453,21.7505,38.849,4.902,6
"879",6,27,10,730,158.2938,10,0.00423291,20.789,45.0236,5.939,10
"880",5,23,16,730,152.7624,2,0.0043496741,21.1895,42.3583,5.6221,6
"881",4,18,16,400,99.591,5,0.003322299,28.971,54.1949,5.0217,6
"882",2,31,8,750,89.2404,2,0.0035545024,43.7527,60.5072,4.4384,6
"883",4,21,4,200,139.9836,5,0.0040851812,17.8807,46.4897,5.6407,6
"884",4,39,8,500,86.7246,5,0.0039847842,48.5705,60.6448,3.6416,9
"885",4,27,8,850,112.0422,8,0.003199216,40.7229,63.8438,6.3063,10
"886",6,16,0,365,86.1174,3,0.002544277,54.3158,66.026,6.1299,4
"887",6,20,28,2000,135.492,6,0.0034014792,25.7113,56.5744,6,5
"888",5,17,20,900,184.5996,4,0.0033893942,20.6115,50.6835,6.9684,4
"889",4,28,12,550,104.8356,6,0.0027505447,30.408,68.0198,6.802,6
"890",6,21,8,350,190.5816,6,0.0040192471,30.6148,46.1549,5.8521,4
"891",4,16,2,450,177.8478,8,0.004219933,27.6169,52.3456,6.0754,9
"892",6,22,8,1200,74.3238,5,0.0035472069,59.0756,60.1509,3.3983,9
"893",3,19,12,620,96.867,2,0.0026136958,38.1931,75.5231,7.4885,8
"894",5,18,24,700,91.3014,3,0.0035026915,31.3245,59.3263,4.1132,7
"895",4,23,16,400,117.417,5,0.0030091349,38.9189,67.5,6.9196,5
"896",5,16,2,500,137.5188,5,0.0043086455,36.4852,55.4248,5.1699,7
"897",6,25,20,1500,118.9902,2,0.0014043766,32.7879,87.6418,14.3433,5
"898",4,25,10,500,73.6464,3,0.0019499278,35.25,66.8642,7.1605,3
"899",6,22,42,1200,192.6966,6,0.0048509976,18.3043,42.282,5.7722,5
"900",3,17,8,125,87.4092,4,0.0031304783,45.2121,84.76,4.96,3
"901",4,23,2,150,133.3014,2,0.0036330997,23.1181,49.051,6.0275,6
"902",5,17,10,130,84.5232,2,0.0020694162,30.0885,75.7544,7.5263,4
"903",5,16,10,730,133.7118,10,0.0044472681,30.8176,47.4562,4.5461,8
"904",5,23,10,730,125.5248,5,0.0044307512,36.32,53.8808,3.7616,6
"905",3,20,6,1000,61.314,3,0.0032648489,54.437,85.6736,3.3598,6
"906",2,28,14,450,81.9714,7,0.0032242957,46.8683,66.1341,4.2514,7
"907",3,23,6,300,78.2034,7,0.0043752188,41.3378,56.28,3.0633,7
"908",6,19,56,2920,152.1792,6,0.0048240385,24.8165,41.492,4.2975,7
"909",5,18,28,800,152.031,2,0.004436348,39.5545,47.2464,5.3889,8
"910",4,21,12,300,69.5874,1,0.0036777844,39.8049,60.1296,3.3077,7
"911",3,33,6,365,51.1932,2,0.0022886787,62.8993,96.5333,4.2067,4
"912",6,20,8,600,164.346,6,0.004273004,31.0206,45.0868,5.5776,6
"913",6,24,16,750,126.087,4,0.0044678358,28.0469,45.8361,4.7658,7
"914",5,22,6,600,143.718,4,0.0054372269,21.5976,35.0192,4.4298,6
"915",1,18,4,50,82.6356,1,0.0026118821,79.8788,84.0597,5.0896,5
"916",2,27,10,150,95.8944,0,0.0019626722,45.7975,85.8113,9.5094,9
"917",2,27,8,610,76.8552,7,0.0030193548,59.073,81.6239,4.1923,7
"918",5,22,20,1260,132.1734,10,0.0034805517,44.3333,57.7723,6.12,9
"919",4,20,20,1000,109.8432,7,0.0030657214,29.2775,68.6875,6.2812,5
"920",4,27,8,500,97.842,3,0.0025849335,34.991,57.8214,5.9018,5
"921",6,20,28,1100,252.3096,5,0.0020489138,23.7419,60.4444,8.7937,4
"922",4,25,4,300,68.5464,5,0.0035077803,47.3349,67.4787,3.3602,9
"923",3,18,28,500,73.4898,3,0.0029924336,32.2083,74.7565,4.5648,4
"924",5,17,20,2000,201.2334,6,0.0055084101,29.9585,34.2729,5.6857,7
"925",5,21,20,1000,74.268,3,0.0036832679,47.8898,62.651,3.0784,10
"926",5,19,28,400,134.2224,6,0.004417913,35.8435,50.2146,3.9195,7
"927",4,22,8,450,127.6704,4,0.0045126354,44.7672,51.0108,4.3376,7
"928",6,22,6,250,123.8388,4,0.0036699254,31.693,64.6468,5.9468,7
"929",6,18,20,800,108.5424,2,0.0030783717,28.4762,61.9294,5.8353,4
"930",2,17,12,500,88.986,3,0.0023323248,46.0727,93.3333,6.7568,5
"931",5,17,10,800,82.1292,4,0.0025055066,26.0444,70.1538,5.6703,4
"932",2,23,8,500,62.988,5,0.0030443694,68.4577,79.8218,3.1931,6
"933",3,21,16,400,92.8056,0,0.0035657686,37.3705,53.3492,4.6627,8
"934",2,19,20,120,86.0274,4,0.0025746204,69.6136,75.887,5.9774,6
"935",3,17,42,450,88.0602,2,0.0026148784,48.9624,74.8614,5.8202,7
"936",4,23,10,700,147.2856,9,0.0040776643,23.9216,45.9715,5.7776,6
"937",4,19,20,639,197.5674,5,0.0045740033,40.1297,45.1343,4.8085,8
"938",3,19,2,500,67.6968,2,0.002312296,43.9409,82.0784,5.152,7
"939",4,30,12,500,136.3038,4,0.0035167927,27.8245,58.825,5.8563,6
"940",5,18,28,530,88.323,4,0.0034568175,47.3333,63.1444,4.0695,3
"941",1,20,30,130,80.1444,3,0.0020640849,28.8421,101.2,7.1524,7
"942",5,25,16,1000,87.3978,5,0.0042125365,47.6429,61.4578,3.0711,7
"943",4,22,2,80,52.6218,10,0.0025515491,50.3673,103.8782,3.6853,4
"944",2,21,20,550,57.4998,3,0.0017523967,29.791,98.5294,5.7206,4
"945",6,18,16,1000,169.8456,1,0.003765324,48.4444,56.0465,5.2093,6
"946",6,27,14,850,145.1778,5,0.0026505752,15.1828,47.1489,10.3936,4
"947",6,17,8,500,197.013,4,0.0039645914,22.5319,51.4497,5.8254,6
"948",6,27,2,200,92.8218,2,0.0040354331,21.865,48.7317,4.0427,6
"949",4,18,10,500,113.2068,6,0.0037485006,40.3529,61.1307,4.6987,8
"950",4,20,24,800,116.7888,6,0.0049659964,32.5235,47.5074,3.8448,8
"951",6,18,8,500,168.7002,7,0.0056034049,22.7658,36.018,4.6067,9
"952",5,22,12,800,128.9214,5,0.004180602,32.7022,50.7375,4.6094,6
"953",4,21,20,200,68.9058,0,0.0037596627,36.939,62.5234,3.3832,6
"954",2,24,8,300,110.0604,10,0.0028981855,35.9223,62.1063,6.5362,5
"955",5,19,4,400,98.6058,4,0.003167516,56.8593,69.5498,5.6199,8
"956",5,23,30,2000,190.5432,8,0.0049319221,22.4141,41.1184,5.403,7
"957",6,18,28,1800,203.1504,7,0.0069022115,24.1203,29.8423,4.2616,8
"958",5,26,24,1560,112.6362,2,0.0043160447,32.3932,55.6936,3.6723,4
"959",2,29,4,100,53.6172,3,0.0034374503,64.3826,80.2543,2.7543,4
"960",4,22,6,730,77.775,3,0.003594587,42.4236,69.1373,3.2059,6
"961",6,19,14,450,83.4444,5,0.0032730632,46.8929,64.1694,4.371,11
"962",4,21,28,550,152.8224,5,0.0040158668,48.0736,46.7673,6.0347,8
"963",1,26,10,50,40.5456,2,0.0022427025,101.4745,103.1875,3.1406,7
"964",6,17,12,300,151.2702,6,0.0037703016,34.284,50.0431,6.8923,6
"965",4,19,6,500,132.33,5,0.003753061,31.0995,56.9078,5.3475,6
"966",3,18,8,250,122.7948,5,0.0046064569,42.3197,46.4312,4.2326,5
"967",2,33,8,120,55.1292,1,0.0018867925,53.1271,95.9341,4.8736,8
"968",5,18,10,1000,141.735,3,0.003614209,24,50.2857,6.4825,8
"969",4,35,20,800,53.6736,3,0.0030093118,57.2152,84.8553,2.9245,5
"970",5,23,16,600,122.604,6,0.0039626119,43.0267,59.1495,4.8505,8
"971",3,20,6,250,83.9088,5,0.0034899953,24.7866,62.2167,4.4833,7
"972",6,18,24,650,106.0614,5,0.0035744097,34.1509,55.5706,5.4049,7
"973",4,26,28,1100,114.7806,5,0.0036498448,40.4427,59.937,4.9961,5
"974",1,40,12,150,38.559,4,0.0019733148,96.9412,114.6109,3.0167,7
"975",3,18,8,300,97.7454,3,0.0026055889,38.2105,84.2969,6.3144,6
"976",2,21,10,100,61.6782,3,0.0017989832,92.3516,97.3913,6.1087,5
"977",1,16,14,75,74.4186,2,0.0023128015,27.931,72.3761,5.5385,7
"978",6,27,28,1300,191.2926,9,0.004092713,50.516,56.0067,4.0875,6
"979",5,18,20,1500,149.7492,7,0.0039243092,17.9381,49.1507,5.4315,7
"980",4,19,12,500,216.4782,3,0.0039402985,36.8101,54.6162,6.5126,9
"981",4,18,6,500,115.1304,4,0.00321489,32.4356,65.8289,6.1809,8
"982",7,18,24,500,172.3362,5,0.0079706424,18.0054,30.2604,3.3221,6
"983",6,19,30,1200,155.9346,2,0.0059772983,24.9713,38.8889,4.3603,8
"984",4,28,16,300,40.4076,4,0.0012603347,88.5714,92.48,5.96,3
"985",2,27,8,200,94.0176,3,0.0045656755,48.515,56.547,3.4103,3
"986",3,27,14,300,106.695,4,0.0034099135,69.0196,64.6257,5.067,8
"987",4,20,20,300,135.4632,4,0.0035617368,43.5957,51.7672,4.3915,3
"988",5,21,12,730,166.5636,3,0.0055280264,23.1111,38.6699,5.1133,6
"989",5,23,10,500,216.3588,4,0.0030245838,13.253,46.112,8.42,6
"990",4,23,6,800,129.9774,2,0.0043209055,24.3333,49.584,5.2003,5
"991",4,21,6,300,74.2986,4,0.0032671379,55.4571,70.1779,3.1459,7
"992",6,17,6,148,125.3328,4,0.0035442833,36.3359,64.6844,4.7414,7
"993",5,23,16,800,118.2726,2,0.0040892709,26.9318,48.7006,4.3503,4
"994",6,19,36,1800,130.1214,8,0.0041704306,32.1449,47.3791,5.0794,8
"995",4,20,10,300,106.8774,4,0.0035390022,23.5848,57.3793,5.6276,6
"996",6,21,28,1155,149.2314,7,0.0038752242,41.2376,51.9339,5.157,7
"997",3,17,42,1100,77.6838,4,0.0016232668,31.1158,71.125,8.6458,5
"998",2,19,24,450,58.6338,0,0.0020467606,47.8447,92.8846,4.9135,7
"999",4,24,28,600,69.9984,4,0.002485712,53.2063,67.685,4.3701,5
"1000",4,22,4,100,88.701,3,0.0032845528,30.1294,60.4158,4.6436,6
"1001",2,18,8,400,62.1354,4,0.0032370699,70.1017,72.5843,3.5,7
"1002",4,21,10,1000,100.4556,7,0.0027360741,25.5451,69.2479,6.2137,6
"1003",2,20,6,480,54.3408,5,0.0024964756,61.1969,84.8471,3.8275,7
